,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
20362,41224,CA-2012-159534,20-03-2012,23-03-2012,First Class,DH-13075,Dave Hallsten,Corporate,New York City,New York,United States,10035.0,US,East,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",83.92,4,0.0,20.1408,12.13,High
20495,35685,CA-2014-111556,21-11-2014,23-11-2014,First Class,CD-11920,Carlos Daly,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,46.76,7,0.0,22.4448,11.98,Critical
20515,40322,CA-2013-102127,27-06-2013,03-07-2013,Standard Class,VP-21760,Victoria Pisteka,Corporate,New York City,New York,United States,10035.0,US,East,TEC-AC-10000397,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",139.96,4,0.0,9.7972,11.96,Medium
20567,37992,US-2013-155103,03-12-2013,08-12-2013,Standard Class,JF-15190,Jamie Frazer,Consumer,New York City,New York,United States,10024.0,US,East,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,415.176,3,0.2,134.9322,11.91,Medium
20610,38421,CA-2012-128013,09-08-2012,16-08-2012,Standard Class,MF-18250,Monica Federle,Corporate,New York City,New York,United States,10035.0,US,East,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,144.12,3,0.0,69.1776,11.85,Medium
20675,34136,US-2012-104185,03-09-2012,08-09-2012,Second Class,JB-15400,Jennifer Braxton,Corporate,New York City,New York,United States,10009.0,US,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,120.33,1,0.0,31.2858,11.79,Medium
20697,34014,CA-2011-100006,07-09-2011,13-09-2011,Standard Class,DK-13375,Dennis Kane,Consumer,New York City,New York,United States,10024.0,US,East,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT,377.97,3,0.0,109.6113,11.76,Medium
20820,40801,CA-2013-113607,15-10-2013,19-10-2013,Standard Class,PW-19030,Pauline Webber,Corporate,New York City,New York,United States,10009.0,US,East,TEC-PH-10004094,Technology,Phones,Motorola L703CM,1091.93,7,0.0,272.9825,11.65,Medium
20904,41019,CA-2013-105781,16-02-2013,20-02-2013,Standard Class,JF-15565,Jill Fjeld,Consumer,New York City,New York,United States,10024.0,US,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,89.97,3,0.0,39.5868,11.56,High
21088,37643,CA-2014-104822,21-10-2014,21-10-2014,Same Day,RB-19465,Rick Bensley,Home Office,New York City,New York,United States,10024.0,US,East,OFF-LA-10002034,Office Supplies,Labels,Avery 478,24.55,5,0.0,12.0295,11.35,Critical
21186,34620,CA-2012-120810,23-07-2012,27-07-2012,Standard Class,TH-21550,Tracy Hopkins,Home Office,New York City,New York,United States,10009.0,US,East,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",128.82,3,0.0,50.2398,11.26,Medium
21198,41124,CA-2014-169999,20-06-2014,27-06-2014,Standard Class,JS-15685,Jim Sink,Corporate,New York City,New York,United States,10035.0,US,East,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3,2,0.0,6.465,11.25,Medium
21316,33883,CA-2014-131695,01-07-2014,07-07-2014,Standard Class,RA-19285,Ralph Arnett,Consumer,New York City,New York,United States,10024.0,US,East,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,248.57,7,0.0,67.1139,11.14,Medium
21390,40764,CA-2014-102925,06-11-2014,11-11-2014,Second Class,CD-12280,Christina DeMoss,Consumer,New York City,New York,United States,10024.0,US,East,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,166.5,2,0.4,-66.6,11.08,Medium
21435,38518,US-2014-104437,28-01-2014,01-02-2014,Standard Class,TG-21310,Toby Gnade,Consumer,New York City,New York,United States,10035.0,US,East,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone,137.94,3,0.0,35.8644,11.04,Medium
21525,38496,US-2012-156797,11-08-2012,15-08-2012,Standard Class,PO-19180,Philisse Overcash,Home Office,New York City,New York,United States,10035.0,US,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,138.0,2,0.0,34.5,10.96,Medium
21767,32636,CA-2014-100524,01-04-2014,03-04-2014,Second Class,CM-12115,Chad McGuire,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",75.04,8,0.0,36.0192,10.77,High
21855,38046,CA-2014-100230,12-12-2014,16-12-2014,Standard Class,AA-10375,Allen Armold,Consumer,New York City,New York,United States,10035.0,US,East,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,116.98,2,0.0,29.245,10.69,High
21865,37484,CA-2012-138954,15-11-2012,17-11-2012,First Class,MH-17785,Maya Herman,Corporate,New York City,New York,United States,10035.0,US,East,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,34.944,6,0.2,11.7936,10.68,Critical
22015,35032,CA-2014-168193,07-03-2014,12-03-2014,Second Class,RM-19750,Roland Murray,Consumer,New York City,New York,United States,10011.0,US,East,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",71.97,3,0.0,16.5531,10.55,High
22028,37825,CA-2011-146864,22-12-2011,26-12-2011,Standard Class,BT-11530,Bradley Talbott,Home Office,New York City,New York,United States,10024.0,US,East,OFF-ST-10004946,Office Supplies,Storage,Desktop 3-Pocket Hot File,216.4,4,0.0,56.264,10.54,Medium
22198,33622,CA-2012-105102,15-09-2012,19-09-2012,Second Class,BM-11575,Brendan Murry,Corporate,New York City,New York,United States,10035.0,US,East,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,79.872,3,0.2,29.952,10.38,Medium
22232,34828,CA-2013-155565,29-05-2013,29-05-2013,Same Day,EH-13765,Edward Hooks,Corporate,New York City,New York,United States,10035.0,US,East,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9,5,0.0,15.372,10.35,High
22266,31550,CA-2013-146941,11-12-2013,14-12-2013,First Class,DL-13315,Delfina Latchford,Consumer,New York City,New York,United States,10024.0,US,East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,0.0,162.864,10.32,High
22267,33014,CA-2013-169943,20-05-2013,25-05-2013,Standard Class,BN-11515,Bradley Nguyen,Consumer,New York City,New York,United States,10011.0,US,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,454.9,5,0.0,0.0,10.32,Medium
22401,39389,CA-2014-143658,09-11-2014,14-11-2014,Second Class,SR-20425,Sharelle Roach,Home Office,New York City,New York,United States,10035.0,US,East,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,109.9,5,0.0,32.97,10.2,Medium
22572,34647,CA-2013-147536,27-12-2013,01-01-2014,Standard Class,AR-10510,Andrew Roberts,Consumer,New York City,New York,United States,10024.0,US,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3,0.0,18.8937,10.05,Medium
22587,39212,CA-2014-165323,18-06-2014,22-06-2014,Standard Class,SR-20740,Steven Roelle,Home Office,New York City,New York,United States,10024.0,US,East,TEC-AC-10004992,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,101.34,3,0.0,8.1072,10.04,High
22636,38613,CA-2013-132066,17-10-2013,21-10-2013,Standard Class,NB-18655,Nona Balk,Corporate,New York City,New York,United States,10011.0,US,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,142.182,1,0.4,-37.9152,9.99,Medium
22660,38328,CA-2013-145548,12-11-2013,17-11-2013,Standard Class,EB-13750,Edward Becker,Corporate,New York City,New York,United States,10011.0,US,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",92.94,3,0.0,25.0938,9.97,Medium
22670,33900,CA-2013-165848,05-06-2013,05-06-2013,Same Day,EN-13780,Edward Nazzal,Consumer,New York City,New York,United States,10035.0,US,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,136.784,1,0.2,5.1294,9.96,High
22679,38239,CA-2014-107132,27-06-2014,01-07-2014,Standard Class,SC-20260,Scott Cohen,Corporate,New York City,New York,United States,10009.0,US,East,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,68.52,3,0.0,31.5192,9.95,High
22802,37668,CA-2014-143035,04-10-2014,06-10-2014,Second Class,CC-12430,Chuck Clark,Home Office,New York City,New York,United States,10009.0,US,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,83.92,4,0.0,21.8192,9.85,Medium
22848,35821,CA-2011-107454,02-11-2011,06-11-2011,Standard Class,RD-19720,Roger Demir,Consumer,New York City,New York,United States,10024.0,US,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,89.34,6,0.0,24.1218,9.82,High
22911,35578,CA-2011-166989,14-11-2011,18-11-2011,Standard Class,RM-19675,Robert Marley,Home Office,New York City,New York,United States,10011.0,US,East,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",69.264,2,0.1,14.6224,9.76,High
22976,37176,CA-2013-133319,06-09-2013,12-09-2013,Standard Class,MV-17485,Mark Van Huff,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,192.16,4,0.0,92.2368,9.7,Medium
22990,32471,CA-2012-132080,22-08-2012,25-08-2012,First Class,DP-13105,Dave Poirier,Corporate,New York City,New York,United States,10035.0,US,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.112,6,0.2,16.2864,9.69,Critical
22998,39094,CA-2014-166184,25-03-2014,28-03-2014,First Class,HR-14830,Harold Ryan,Corporate,New York City,New York,United States,10035.0,US,East,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",47.01,3,0.0,22.0947,9.68,High
23006,32204,CA-2014-143259,31-12-2014,04-01-2015,Standard Class,PO-18865,Patrick O'Donnell,Consumer,New York City,New York,United States,10009.0,US,East,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,90.93,7,0.0,2.7279,9.67,High
23043,41220,CA-2012-159534,20-03-2012,23-03-2012,First Class,DH-13075,Dave Hallsten,Corporate,New York City,New York,United States,10035.0,US,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,49.848,3,0.2,16.8237,9.64,High
23196,35263,CA-2013-149902,02-04-2013,07-04-2013,Standard Class,DW-13540,Don Weiss,Consumer,New York City,New York,United States,10024.0,US,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,4,0.0,22.8904,9.53,High
23274,33752,CA-2014-140949,18-03-2014,23-03-2014,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,United States,10011.0,US,East,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",107.44,8,0.0,27.9344,9.47,Medium
23396,37003,CA-2014-136000,23-09-2014,26-09-2014,Second Class,SC-20440,Shaun Chance,Corporate,New York City,New York,United States,10009.0,US,East,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176,3,0.2,14.5638,9.38,High
23762,35942,CA-2013-143910,13-08-2013,17-08-2013,Standard Class,BC-11125,Becky Castell,Home Office,New York City,New York,United States,10011.0,US,East,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",145.764,2,0.1,-8.098,9.1,High
23803,34445,CA-2013-120558,08-06-2013,11-06-2013,First Class,RD-19810,Ross DeVincentis,Home Office,New York City,New York,United States,10035.0,US,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,0.0,15.552,9.06,Critical
23846,38246,CA-2014-143021,20-11-2014,20-11-2014,Same Day,AP-10720,Anne Pryor,Home Office,New York City,New York,United States,10011.0,US,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",58.408,7,0.2,18.2525,9.02,High
23855,39916,CA-2014-132437,09-09-2014,14-09-2014,Second Class,EM-14095,Eudokia Martin,Corporate,New York City,New York,United States,10024.0,US,East,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,65.12,4,0.0,16.9312,9.01,Medium
24011,37218,US-2012-126977,17-09-2012,23-09-2012,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",110.96,2,0.0,53.2608,8.9,Medium
24037,39227,CA-2013-120082,26-03-2013,28-03-2013,Second Class,DK-12835,Damala Kotsonis,Corporate,New York City,New York,United States,10024.0,US,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,59.52,3,0.0,17.856,8.88,High
24044,40928,CA-2013-168844,01-06-2013,07-06-2013,Standard Class,NM-18520,Neoma Murray,Consumer,New York City,New York,United States,10011.0,US,East,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,179.7,6,0.0,88.053,8.87,Medium
24165,34437,CA-2012-112557,25-04-2012,28-04-2012,First Class,JL-15850,John Lucas,Consumer,New York City,New York,United States,10035.0,US,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",206.43,3,0.0,90.8292,8.77,Medium
24221,32136,CA-2012-100454,20-11-2012,25-11-2012,Standard Class,BM-11650,Brian Moss,Corporate,New York City,New York,United States,10035.0,US,East,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,3,0.0,16.3215,8.74,Medium
24224,37216,US-2012-126977,17-09-2012,23-09-2012,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,United States,10035.0,US,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,3,0.0,58.7916,8.74,Medium
24387,40616,US-2014-108343,21-07-2014,26-07-2014,Standard Class,AR-10825,Anthony Rawles,Corporate,New York City,New York,United States,10009.0,US,East,FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,163.764,2,0.1,25.4744,8.63,Medium
24442,40763,CA-2014-102925,06-11-2014,11-11-2014,Second Class,CD-12280,Christina DeMoss,Consumer,New York City,New York,United States,10024.0,US,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,164.688,6,0.2,55.5822,8.59,Medium
24443,40802,CA-2013-113607,15-10-2013,19-10-2013,Standard Class,PW-19030,Pauline Webber,Corporate,New York City,New York,United States,10009.0,US,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,111.96,2,0.0,54.8604,8.59,Medium
24454,33901,CA-2013-165848,05-06-2013,05-06-2013,Same Day,EN-13780,Edward Nazzal,Consumer,New York City,New York,United States,10035.0,US,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",61.12,4,0.0,20.7808,8.58,High
24485,31490,CA-2012-102281,12-10-2012,14-10-2012,First Class,MP-17470,Mark Packer,Home Office,New York City,New York,United States,10035.0,US,East,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0.0,6.567,8.56,Critical
24549,33922,CA-2014-127180,23-10-2014,25-10-2014,First Class,TA-21385,Tom Ashbrook,Home Office,New York City,New York,United States,10024.0,US,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,5,0.0,28.755,8.52,High
24595,33896,CA-2014-108553,24-04-2014,30-04-2014,Standard Class,SK-19990,Sally Knutson,Consumer,New York City,New York,United States,10024.0,US,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,121.94,2,0.0,35.3626,8.48,Medium
24942,37399,CA-2014-100111,21-09-2014,27-09-2014,Standard Class,SV-20365,Seth Vernon,Consumer,New York City,New York,United States,10035.0,US,East,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0.0,28.3095,8.25,Medium
24977,33077,CA-2013-124667,12-11-2013,17-11-2013,Standard Class,BD-11770,Bryan Davis,Consumer,New York City,New York,United States,10011.0,US,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,83.36,1,0.0,20.84,8.23,Medium
25002,40100,CA-2011-157644,31-12-2011,01-01-2012,First Class,AH-10030,Aaron Hawkins,Corporate,New York City,New York,United States,10035.0,US,East,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",34.77,3,0.0,11.4741,8.22,High
25037,38467,US-2014-168613,09-10-2014,15-10-2014,Standard Class,GM-14440,Gary McGarr,Consumer,New York City,New York,United States,10009.0,US,East,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,145.764,2,0.1,3.2392,8.2,Medium
25070,36250,CA-2012-153906,16-03-2012,20-03-2012,Standard Class,MS-17980,Michael Stewart,Corporate,New York City,New York,United States,10009.0,US,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,85.9,2,0.0,2.577,8.18,Medium
25100,40003,CA-2011-146815,08-09-2011,13-09-2011,Standard Class,PP-18955,Paul Prost,Home Office,New York City,New York,United States,10009.0,US,East,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,172.764,2,0.1,13.4372,8.16,Medium
25244,41148,CA-2013-158155,03-05-2013,07-05-2013,Standard Class,EH-13765,Edward Hooks,Corporate,New York City,New York,United States,10009.0,US,East,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3,0.2,33.93,8.07,Medium
25266,32262,CA-2014-135279,10-04-2014,12-04-2014,First Class,BS-11800,Bryan Spruell,Home Office,New York City,New York,United States,10011.0,US,East,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,35.97,3,0.0,9.7119,8.05,High
25366,40149,CA-2011-119977,08-10-2011,13-10-2011,Second Class,DN-13690,Duane Noonan,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10003823,Office Supplies,Paper,Xerox 197,123.92,4,0.0,55.764,7.98,Medium
25387,32153,CA-2011-125612,03-08-2011,08-08-2011,Standard Class,BK-11260,Berenike Kampe,Consumer,New York City,New York,United States,10035.0,US,East,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,102.3,10,0.0,26.598,7.96,Medium
25390,36056,CA-2011-121573,03-11-2011,07-11-2011,Standard Class,SG-20605,Speros Goranitis,Consumer,New York City,New York,United States,10009.0,US,East,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,48.896,2,0.2,18.336,7.96,High
25486,34488,CA-2014-123981,03-10-2014,09-10-2014,Standard Class,RW-19630,Rob Williams,Corporate,New York City,New York,United States,10035.0,US,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,65.99,1,0.0,17.1574,7.89,Low
25532,39153,CA-2011-103429,30-05-2011,01-06-2011,First Class,LW-16825,Laurel Workman,Corporate,New York City,New York,United States,10024.0,US,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,8.9544,7.86,Critical
25595,34397,CA-2014-131233,15-04-2014,20-04-2014,Standard Class,CS-12355,Christine Sundaresam,Consumer,New York City,New York,United States,10024.0,US,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.352,3,0.2,9.0882,7.82,Medium
